,session_number,date,event_time,unique_visit,on_off,port,port_rank,prior_port,rewarded,RA_1,RA_2,RA_3,RA_4,RA_5,RA_6,photo_i,video_i
9979,1,2021-09-09 14:51:31,135.3569,1,1.0,1.0,1.0,2.0,1.0,270.0,135.0,33.0,33.0,6.0,3.0,1056295.0,1624536.0
9980,1,2021-09-09 14:51:31,135.35693333333333,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1624537.0
9982,1,2021-09-09 14:51:31,135.35846666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056307.0,1624555.0
9984,1,2021-09-09 14:51:31,135.36108333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056327.0,1624587.0
9986,1,2021-09-09 14:51:31,135.36241666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056338.0,1624603.0
9988,1,2021-09-09 14:51:31,135.36373333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056348.0,1624618.0
9990,1,2021-09-09 14:51:31,135.36621666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056367.0,1624648.0
9992,1,2021-09-09 14:51:31,135.36961666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056394.0,1624689.0
9994,1,2021-09-09 14:51:31,135.3713,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056407.0,1624709.0
9996,1,2021-09-09 14:51:31,135.37411666666668,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056429.0,1624743.0
9998,1,2021-09-09 14:51:31,135.37568333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056441.0,1624762.0
10000,1,2021-09-09 14:51:31,135.37721666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056453.0,1624780.0
10002,1,2021-09-09 14:51:31,135.3786,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056464.0,1624797.0
10004,1,2021-09-09 14:51:31,135.38038333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056478.0,1624818.0
10006,1,2021-09-09 14:51:31,135.3818,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056489.0,1624835.0
10008,1,2021-09-09 14:51:31,135.38326666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056500.0,1624853.0
10010,1,2021-09-09 14:51:31,135.38621666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056523.0,1624888.0
10012,1,2021-09-09 14:51:31,135.38793333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056537.0,1624909.0
10014,1,2021-09-09 14:51:31,135.38941666666668,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056548.0,1624926.0
10016,1,2021-09-09 14:51:31,135.39105,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056561.0,1624946.0
10018,1,2021-09-09 14:51:31,135.39266666666668,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056574.0,1624965.0
10020,1,2021-09-09 14:51:31,135.39461666666665,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056589.0,1624989.0
10022,1,2021-09-09 14:51:31,135.39978333333335,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056629.0,1625051.0
10024,1,2021-09-09 14:51:31,135.40126666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056641.0,1625069.0
10026,1,2021-09-09 14:51:31,135.40266666666668,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056652.0,1625085.0
10028,1,2021-09-09 14:51:31,135.40415,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056663.0,1625103.0
10030,1,2021-09-09 14:51:31,135.40731666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056688.0,1625141.0
10032,1,2021-09-09 14:51:31,135.40873333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056699.0,1625158.0
10034,1,2021-09-09 14:51:31,135.41060000000002,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056713.0,1625181.0
10036,1,2021-09-09 14:51:31,135.412,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056724.0,1625197.0
10038,1,2021-09-09 14:51:31,135.4135,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056736.0,1625215.0
10040,1,2021-09-09 14:51:31,135.41616666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056757.0,1625247.0
10042,1,2021-09-09 14:51:31,135.42021666666668,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1056788.0,1625296.0
10044,1,2021-09-09 14:51:31,135.46746666666667,1,1.0,1.0,1.0,1.0,0.0,,,,,,,1057157.0,1625863.0
10046,1,2021-09-09 14:51:31,135.4695,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1057173.0,1625887.0
10048,1,2021-09-09 14:51:31,135.47196666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1057192.0,1625917.0
10050,1,2021-09-09 14:51:31,135.4747,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1057213.0,1625950.0
10052,1,2021-09-09 14:51:31,135.47973333333331,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1057253.0,1626010.0
10054,1,2021-09-09 14:51:31,135.50458333333333,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1626308.0
10055,1,2021-09-09 14:51:31,135.51926666666665,1,1.0,2.0,2.0,1.0,0.0,,,,,,,1057561.0,1626484.0
10057,1,2021-09-09 14:51:31,135.52038333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1057570.0,1626498.0
10059,1,2021-09-09 14:51:31,135.52474999999998,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1057604.0,1626550.0
10061,1,2021-09-09 14:51:31,135.85458333333332,1,1.0,2.0,2.0,2.0,0.0,,,,,,,1060176.0,1630508.0
10063,1,2021-09-09 14:51:31,135.85608333333332,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1060188.0,1630526.0
10065,1,2021-09-09 14:51:31,136.0046,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1632308.0
10066,1,2021-09-09 14:51:31,136.03591666666665,0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,1632683.0
10067,1,2021-09-09 14:51:31,136.06721666666667,0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,1633059.0
10068,1,2021-09-09 14:51:31,136.10055,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,1633459.0
10069,1,2021-09-09 14:51:31,136.2682,1,1.0,3.0,4.0,2.0,1.0,272.0,136.0,34.0,34.0,6.0,3.0,1063403.0,1635470.0
10070,1,2021-09-09 14:51:31,136.26823333333334,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1635471.0
10072,1,2021-09-09 14:51:31,136.2692,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063411.0,1635482.0
10074,1,2021-09-09 14:51:31,136.27006666666665,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063417.0,1635493.0
10076,1,2021-09-09 14:51:31,136.27136666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063428.0,1635508.0
10078,1,2021-09-09 14:51:31,136.27276666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063438.0,1635525.0
10080,1,2021-09-09 14:51:31,136.27406666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063449.0,1635541.0
10082,1,2021-09-09 14:51:31,136.27551666666668,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063460.0,1635558.0
10084,1,2021-09-09 14:51:31,136.27698333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063471.0,1635576.0
10086,1,2021-09-09 14:51:31,136.27835,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063482.0,1635592.0
10088,1,2021-09-09 14:51:31,136.2798,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063493.0,1635609.0
10090,1,2021-09-09 14:51:31,136.28125,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063505.0,1635627.0
10092,1,2021-09-09 14:51:31,136.28286666666665,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063517.0,1635646.0
10094,1,2021-09-09 14:51:31,136.2844,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063529.0,1635665.0
10096,1,2021-09-09 14:51:31,136.28595,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063541.0,1635683.0
10098,1,2021-09-09 14:51:31,136.28723333333335,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063551.0,1635699.0
10100,1,2021-09-09 14:51:31,136.28883333333334,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063564.0,1635718.0
10102,1,2021-09-09 14:51:31,136.29023333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063575.0,1635735.0
10104,1,2021-09-09 14:51:31,136.29193333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063588.0,1635755.0
10106,1,2021-09-09 14:51:31,136.29355,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063601.0,1635774.0
10108,1,2021-09-09 14:51:31,136.295,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063612.0,1635792.0
10110,1,2021-09-09 14:51:31,136.29915,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063644.0,1635842.0
10112,1,2021-09-09 14:51:31,136.30068333333332,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063656.0,1635860.0
10114,1,2021-09-09 14:51:31,136.3022,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063668.0,1635878.0
10116,1,2021-09-09 14:51:31,136.3037,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063680.0,1635896.0
10118,1,2021-09-09 14:51:31,136.30726666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063708.0,1635939.0
10120,1,2021-09-09 14:51:31,136.30885,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063720.0,1635958.0
10122,1,2021-09-09 14:51:31,136.31045,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063732.0,1635977.0
10124,1,2021-09-09 14:51:31,136.31213333333332,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063746.0,1635997.0
10126,1,2021-09-09 14:51:31,136.3139,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063759.0,1636019.0
10128,1,2021-09-09 14:51:31,136.31863333333334,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063796.0,1636075.0
10130,1,2021-09-09 14:51:31,136.32014999999998,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063808.0,1636094.0
10132,1,2021-09-09 14:51:31,136.32181666666668,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063821.0,1636114.0
10134,1,2021-09-09 14:51:31,136.33303333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063909.0,1636248.0
10136,1,2021-09-09 14:51:31,136.33456666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063921.0,1636267.0
10138,1,2021-09-09 14:51:31,136.33625,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1063934.0,1636287.0
10140,1,2021-09-09 14:51:31,136.50461666666666,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1638308.0
10141,1,2021-09-09 14:51:31,136.67043333333334,1,1.0,6.0,6.0,3.0,0.0,,,,,,,1066540.0,1640297.0
10143,1,2021-09-09 14:51:31,136.67156666666668,0,1.0,6.0,6.0,6.0,0.0,,,,,,,1066549.0,1640311.0
10145,1,2021-09-09 14:51:31,136.6731166666667,0,1.0,6.0,6.0,6.0,0.0,,,,,,,1066561.0,1640329.0
10147,1,2021-09-09 14:51:31,136.67374999999998,0,1.0,6.0,6.0,6.0,0.0,,,,,,,1066566.0,1640337.0
10149,1,2021-09-09 14:51:31,136.72023333333334,1,1.0,5.0,5.0,6.0,1.0,273.0,136.0,34.0,34.0,6.0,3.0,1066928.0,1640895.0
10150,1,2021-09-09 14:51:31,136.72026666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1640895.0
10152,1,2021-09-09 14:51:31,136.72313333333335,0,1.0,5.0,5.0,5.0,0.0,,,,,,,1066951.0,1640929.0
10154,1,2021-09-09 14:51:31,136.7253,0,1.0,5.0,5.0,5.0,0.0,,,,,,,1066968.0,1640955.0
10156,1,2021-09-09 14:51:31,136.7264,0,1.0,5.0,5.0,5.0,0.0,,,,,,,1066976.0,1640969.0
10158,1,2021-09-09 14:51:31,136.72773333333333,0,1.0,5.0,5.0,5.0,0.0,,,,,,,1066987.0,1640985.0
10160,1,2021-09-09 14:51:31,136.73095,0,1.0,5.0,5.0,5.0,0.0,,,,,,,1067012.0,1641023.0
10162,1,2021-09-09 14:51:31,136.7365,0,1.0,5.0,5.0,5.0,0.0,,,,,,,1067055.0,1641090.0
10164,1,2021-09-09 14:51:31,136.73773333333332,0,1.0,5.0,5.0,5.0,0.0,,,,,,,1067065.0,1641105.0
10166,1,2021-09-09 14:51:31,136.73916666666668,0,1.0,5.0,5.0,5.0,0.0,,,,,,,1067076.0,1641122.0
10168,1,2021-09-09 14:51:31,136.74051666666668,0,1.0,5.0,5.0,5.0,0.0,,,,,,,1067087.0,1641138.0
10170,1,2021-09-09 14:51:31,136.74653333333333,0,1.0,5.0,5.0,5.0,0.0,,,,,,,1067134.0,1641210.0
10172,1,2021-09-09 14:51:31,136.96146666666667,1,1.0,2.0,2.0,5.0,1.0,273.0,136.0,34.0,34.0,6.0,3.0,1068810.0,1643789.0
10173,1,2021-09-09 14:51:31,136.96151666666668,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1643790.0
10175,1,2021-09-09 14:51:31,136.96259999999998,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1068819.0,1643803.0
10177,1,2021-09-09 14:51:31,136.96518333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1068839.0,1643834.0
10179,1,2021-09-09 14:51:31,136.96646666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1068849.0,1643849.0
10181,1,2021-09-09 14:51:31,136.96766666666664,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1068858.0,1643863.0
10183,1,2021-09-09 14:51:31,136.9691,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1068869.0,1643881.0
10185,1,2021-09-09 14:51:31,136.9703,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1068879.0,1643895.0
10187,1,2021-09-09 14:51:31,136.97183333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1068891.0,1643913.0
10189,1,2021-09-09 14:51:31,136.97338333333335,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1068903.0,1643932.0
10191,1,2021-09-09 14:51:31,136.97456666666668,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1068912.0,1643946.0
10193,1,2021-09-09 14:51:31,136.98048333333332,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1068958.0,1644017.0
10195,1,2021-09-09 14:51:31,136.98568333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1068999.0,1644080.0
10197,1,2021-09-09 14:51:31,136.98714999999999,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1069010.0,1644097.0
10199,1,2021-09-09 14:51:31,137.00463333333335,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1644307.0
10200,1,2021-09-09 14:51:31,137.01298333333335,1,1.0,1.0,1.0,2.0,1.0,274.0,136.0,34.0,34.0,6.0,3.0,1069212.0,1644407.0
10201,1,2021-09-09 14:51:31,137.0130166666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1644408.0
10203,1,2021-09-09 14:51:31,137.01435,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1069223.0,1644424.0
10205,1,2021-09-09 14:51:31,137.01591666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1069235.0,1644442.0
10207,1,2021-09-09 14:51:31,137.01716666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1069245.0,1644457.0
10209,1,2021-09-09 14:51:31,137.02005,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1069267.0,1644492.0
10211,1,2021-09-09 14:51:31,137.02136666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1069277.0,1644508.0
10213,1,2021-09-09 14:51:31,137.02280000000002,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1069289.0,1644525.0
10215,1,2021-09-09 14:51:31,137.02436666666665,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1069301.0,1644544.0
10217,1,2021-09-09 14:51:31,137.02578333333335,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1069312.0,1644561.0
10219,1,2021-09-09 14:51:31,137.03288333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1069367.0,1644646.0
10221,1,2021-09-09 14:51:31,137.03593333333336,0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,1644683.0
10222,1,2021-09-09 14:51:31,137.09181666666666,1,1.0,3.0,4.0,1.0,0.0,,,,,,,1069827.0,1645353.0
10224,1,2021-09-09 14:51:31,137.09313333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1069837.0,1645369.0
10226,1,2021-09-09 14:51:31,137.09745,0,1.0,3.0,4.0,3.0,0.0,,,,,,,1069871.0,1645421.0
10228,1,2021-09-09 14:51:31,137.31865000000002,1,1.0,4.0,3.0,3.0,1.0,274.0,137.0,34.0,34.0,6.0,3.0,1071596.0,1648075.0
10229,1,2021-09-09 14:51:31,137.31868333333333,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1648075.0
10231,1,2021-09-09 14:51:31,137.32178333333334,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1071621.0,1648112.0
10233,1,2021-09-09 14:51:31,137.32316666666665,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1071632.0,1648129.0
10235,1,2021-09-09 14:51:31,137.32438333333332,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1071641.0,1648144.0
10237,1,2021-09-09 14:51:31,137.3255166666667,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1071650.0,1648157.0
10239,1,2021-09-09 14:51:31,137.33065,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1071690.0,1648219.0
10241,1,2021-09-09 14:51:31,137.47871666666666,1,1.0,2.0,2.0,4.0,1.0,274.0,137.0,34.0,34.0,6.0,3.0,1072844.0,1649995.0
10242,1,2021-09-09 14:51:31,137.47875000000002,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1649996.0
10244,1,2021-09-09 14:51:31,137.48,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1072854.0,1650011.0
10246,1,2021-09-09 14:51:31,137.48243333333332,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1072873.0,1650040.0
10248,1,2021-09-09 14:51:31,137.4838,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1072884.0,1650056.0
10250,1,2021-09-09 14:51:31,137.48525,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1072895.0,1650074.0
10252,1,2021-09-09 14:51:31,137.48663333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1072906.0,1650090.0
10254,1,2021-09-09 14:51:31,137.488,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1072917.0,1650107.0
10256,1,2021-09-09 14:51:31,137.48936666666665,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1072927.0,1650123.0
10258,1,2021-09-09 14:51:31,137.49073333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1072938.0,1650140.0
10260,1,2021-09-09 14:51:31,137.4921,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1072949.0,1650156.0
10262,1,2021-09-09 14:51:31,137.4935166666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1072960.0,1650173.0
10264,1,2021-09-09 14:51:31,137.49488333333332,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1072970.0,1650189.0
10266,1,2021-09-09 14:51:31,137.49651666666665,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1072983.0,1650209.0
10268,1,2021-09-09 14:51:31,137.49805,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1072995.0,1650227.0
10270,1,2021-09-09 14:51:31,137.5011,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1073019.0,1650264.0
10272,1,2021-09-09 14:51:31,137.5027166666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1073031.0,1650283.0
10274,1,2021-09-09 14:51:31,137.50424999999998,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1073043.0,1650302.0
10275,1,2021-09-09 14:51:31,137.50465,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1650307.0
10277,1,2021-09-09 14:51:31,137.50576666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1073055.0,1650320.0
10279,1,2021-09-09 14:51:31,137.50746666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1073068.0,1650340.0
10281,1,2021-09-09 14:51:31,137.51086666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1073095.0,1650381.0
10283,1,2021-09-09 14:51:31,137.51229999999998,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1073106.0,1650398.0
10285,1,2021-09-09 14:51:31,137.51583333333335,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1073134.0,1650441.0
10287,1,2021-09-09 14:51:31,137.51953333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1073163.0,1650485.0
10289,1,2021-09-09 14:51:31,137.5209,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1073173.0,1650502.0
10291,1,2021-09-09 14:51:31,137.55188333333334,1,1.0,2.0,2.0,2.0,0.0,,,,,,,1073415.0,1650873.0
10293,1,2021-09-09 14:51:31,137.55396666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1073431.0,1650898.0
10295,1,2021-09-09 14:51:31,137.55591666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1073446.0,1650922.0
10297,1,2021-09-09 14:51:31,137.59521666666666,1,1.0,1.0,1.0,2.0,1.0,275.0,137.0,34.0,34.0,6.0,3.0,1073753.0,1651393.0
10298,1,2021-09-09 14:51:31,137.59525,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1651394.0
10300,1,2021-09-09 14:51:31,137.5974,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1073770.0,1651420.0
10302,1,2021-09-09 14:51:31,137.60005,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1073791.0,1651451.0
10304,1,2021-09-09 14:51:31,137.60456666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1073826.0,1651506.0
10306,1,2021-09-09 14:51:31,137.6058,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1073835.0,1651520.0
10308,1,2021-09-09 14:51:31,137.60728333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1073847.0,1651538.0
10310,1,2021-09-09 14:51:31,137.60831666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1073855.0,1651551.0
10312,1,2021-09-09 14:51:31,137.6128,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1073890.0,1651604.0
10314,1,2021-09-09 14:51:31,137.61428333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1073902.0,1651622.0
10316,1,2021-09-09 14:51:31,137.61585,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1073914.0,1651641.0
10318,1,2021-09-09 14:51:31,137.61693333333332,0,1.0,1.0,1.0,1.0,0.0,,,,,,,1073922.0,1651654.0
10320,1,2021-09-09 14:51:31,138.00466666666668,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1656306.0
10321,1,2021-09-09 14:51:31,138.03594999999999,0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,1656681.0
10322,1,2021-09-09 14:51:31,138.50468333333336,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1662306.0
10323,1,2021-09-09 14:51:31,139.00469999999999,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1668305.0
10324,1,2021-09-09 14:51:31,139.03596666666667,0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,1668680.0
10325,1,2021-09-09 14:51:31,139.50471666666667,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1674304.0
10326,1,2021-09-09 14:51:31,139.62555,1,1.0,2.0,2.0,1.0,1.0,279.0,139.0,34.0,34.0,6.0,3.0,1089589.0,1675754.0
10327,1,2021-09-09 14:51:31,139.62558333333334,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1675754.0
10329,1,2021-09-09 14:51:31,139.62685000000002,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1089600.0,1675769.0
10331,1,2021-09-09 14:51:31,139.63038333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,1089627.0,1675812.0
10333,1,2021-09-09 14:51:31,139.83011666666667,1,1.0,5.0,5.0,2.0,0.0,,,,,,,1091186.0,1678209.0
10335,1,2021-09-09 14:51:31,139.8382,0,1.0,5.0,5.0,5.0,0.0,,,,,,,1091249.0,1678306.0
10337,1,2021-09-09 14:51:31,139.8391,0,1.0,5.0,5.0,5.0,0.0,,,,,,,1091256.0,1678316.0
10339,1,2021-09-09 14:51:31,139.84115,0,1.0,5.0,5.0,5.0,0.0,,,,,,,1091272.0,1678341.0
10341,1,2021-09-09 14:51:31,140.00473333333332,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1680304.0
10342,1,2021-09-09 14:51:31,140.03598333333332,0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,1680679.0
10343,1,2021-09-09 14:51:31,140.03845,1,1.0,6.0,6.0,5.0,0.0,,,,,,,1092810.0,1680709.0
10345,1,2021-09-09 14:51:31,140.06723333333332,0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,1681054.0
10346,1,2021-09-09 14:51:31,140.10056666666665,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,1681454.0
10347,1,2021-09-09 14:51:31,140.13343333333333,0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,1681849.0
10348,1,2021-09-09 14:51:31,140.38116666666667,1,1.0,5.0,5.0,6.0,0.0,,,,,,,1095483.0,1684821.0
10349,1,2021-09-09 14:51:31,140.3813,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1684822.0
10351,1,2021-09-09 14:51:31,140.50475,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1686303.0
10352,1,2021-09-09 14:51:31,140.7261,1,1.0,4.0,3.0,5.0,1.0,281.0,140.0,35.0,35.0,7.0,3.0,1098174.0,1688959.0
10353,1,2021-09-09 14:51:31,140.72615,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1688960.0
10355,1,2021-09-09 14:51:31,140.73668333333333,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1098257.0,1689086.0
10357,1,2021-09-09 14:51:31,140.74076666666667,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1098288.0,1689135.0
10359,1,2021-09-09 14:51:31,140.74206666666666,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1098299.0,1689151.0
10361,1,2021-09-09 14:51:31,140.74303333333333,0,1.0,4.0,3.0,4.0,0.0,,,,,,,1098306.0,1689162.0
10363,1,2021-09-09 14:51:31,141.00403333333333,1,1.0,1.0,1.0,4.0,1.0,281.0,140.0,35.0,35.0,7.0,3.0,1100342.0,1692294.0
10364,1,2021-09-09 14:51:31,141.0040666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1692294.0
10366,1,2021-09-09 14:51:31,141.00476666666665,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,1692303.0
