,6PG5,6PG6,6PG8,6PG9,6PG10,6PG11,6PG12,6PG15,6PG24,6PG25,6PG27,6PG28,6PG30,ML11,ML12,ML13,ML14,ML15,ML17,6PG33,6PG34,6PG35
221,0.036841675,0.057726911,0.250188912,0.02817564,0.265245554,0.428997317,0.233501694,0.133036074,0.199807847,0.132646235,0.026654174,0.027420439,0.143794897,0.102295583,0.14386253,0.273151208,0.035677584,0.275037023,0.067789798,0.096151499,0.004056227,0.09649741
222,0.137981354,0.047760904,0.035623012,0.038731434,0.00847979,0.059334053,0.037861338,0.135119658,0.020051211,0.076021053,0.07894933,0.007148734,0.080986322,0.165100228,0.167660247,0.021186839,0.261813611,0.102196934,0.006730533,0.032308909,0.024572971,0.187889474
223,0.230108371,0.281595476,0.040173025,0.344938944,0.006394649,0.046335644,0.074288416,0.06876286,0.066614139,0.169392574,0.089763506,0.040078483,0.073296561,0.10036593,0.182129749,0.103696329,0.06427065,0.079418962,0.125727091,0.364141536,0.029703037,0.059478225
224,0.004355392,0.055716581,0.22994005,0.026236704,0.011521261,0.023721535,0.226452366,0.017034859,0.023852599,0.05953203,0.061914987,0.211670857,0.101282686,0.377036488,0.075778048,0.020305052,0.25415609,0.103582936,0.047280542,0.025352532,0.108384,0.045861606
225,0.393665913,0.096050056,0.057481437,0.056679016,0.011840328,0.214788742,0.463215197,0.030894239,0.068441382,0.108587282,0.085431465,0.150621259,0.031904887,0.065188639,0.123125426,0.167377227,0.038015669,0.183169569,0.048469856,0.04051092,0.025971295,0.472593299
226,0.114207659,0.194960182,0.210689321,0.084480574,0.013137588,0.082890796,0.04443803,0.013574884,0.023235903,0.068967616,0.04033408,0.04540356,0.16099742,0.163842485,0.209644082,0.103902105,0.029482744,0.097340032,0.075683025,0.142104649,0.003747201,0.117658454
227,0.036759466,0.200244483,0.043361637,0.05843186,0.000674024,0.125732512,0.02836094,0.094788644,0.15992042,0.043061783,0.024571901,0.052954655,0.019744583,0.02933948,0.032485461,0.000920455,0.018846443,0.190341482,0.219780922,0.027233499,0.033430873,0.111057888
228,0.09157274,0.048758913,0.035057654,0.032159121,0.007219368,0.000472713,0.433074398,0.000873861,0.066329539,0.002993008,0.070562513,0.045626168,0.058722031,0.015639022,0.063809071,0.020072127,0.034600142,0.118275146,0.063563591,0.059549642,0.029465668,0.014751553
229,0.002093821,0.053786612,0.137828107,0.13214011,0.004618326,0.139504268,0.043235779,0.03563895,0.171433221,0.453639078,0.025776106,0.06760386,0.10355732,0.150367048,0.051186636,0.025986,0.202575283,0.039917612,0.076640475,0.073764903,0.315417827,0.030226917
230,0.000131279,0.228943379,0.045154216,0.051547794,0.069501574,0.289001822,0.164157504,0.041654517,0.025401833,0.334149179,0.096643511,0.151119072,0.076790879,0.157258473,0.321644293,0.108961315,0.033439552,0.024799313,0.107813997,0.048517106,0.025311446,0.070435686
231,0.003629381,0.070123628,0.055629415,0.023377304,0.018147177,0.261934906,0.050443078,0.077681729,0.022477932,0.441011191,0.022191331,0.061176631,0.019965075,0.026048659,0.003275723,0.038611227,0.060382373,0.067060223,0.448618818,0.180197676,0.000894391,0.075837108
232,0.020627205,0.079151448,0.145143522,0.012424162,0.001572174,0.134376267,0.02666177,0.035375157,0.110539719,0.243323852,0.071264952,0.00832557,0.251983783,0.025131832,0.166183064,0.107659377,0.150002998,0.108409366,0.304561602,0.140084323,0.068591111,0.079595011
233,0.031012498,0.336058297,0.036980777,0.024234159,0.007734336,0.028796469,0.016299061,0.100367442,0.025490631,0.037090701,0.114892278,0.018046545,0.10560364,0.000187628,0.029519728,0.024591116,0.03608483,0.570936927,0.061385394,0.042020597,0.155330479,0.080839436
234,0.003304233,0.323619932,0.042512436,0.422509903,0.003076401,0.002217058,0.048211238,0.071678847,0.026999238,0.028614227,0.244720005,0.167462985,0.004888284,0.082706949,0.050668368,0.010935855,0.210190826,0.203915417,0.005971274,0.025327035,0.043691172,0.207776781
235,0.009308304,0.168187006,0.051015483,0.016208131,0.010350626,0.003672646,0.023830817,0.025709309,0.049323205,0.367010106,0.036665068,0.025125346,0.059750102,0.109116492,0.128697172,0.021869145,0.033684045,0.52159981,0.079581828,0.102912411,0.04976968,0.287473268
236,0.103888903,0.180345584,0.050008854,0.024445481,0.035710076,0.035971343,0.188102842,0.075184525,0.086541999,0.007971169,0.004669466,0.054352683,0.000171135,0.123472687,0.033142141,0.049326072,0.074261194,0.623437116,0.085997416,0.093413844,0.032460792,0.04528141
237,0.003630507,0.338990872,0.151097345,0.101869962,0.018655531,0.399280155,0.019444987,0.140202867,0.01889122,0.039776198,0.028243636,0.003605012,0.02354184,0.044967378,0.049626568,0.038119214,0.206320715,0.056459795,0.05688759,0.16025717,0.099519755,0.063556568
238,0.027868347,0.207049942,0.085692178,0.068107462,0.075461758,0.21903823,0.090962308,0.001224875,0.042145945,0.004317525,0.072415894,0.069491183,0.097426936,0.122646525,0.156521604,0.0681639,0.051664622,0.392630828,0.214747487,0.05471868,0.060189551,0.154828544
239,0.069465878,0.051138709,0.161157037,0.100158033,0.016488115,0.026853535,0.061260736,0.025120421,0.029837473,0.03187431,0.050789278,0.008546152,0.018512623,0.238461335,0.172636642,0.113074874,0.248698609,0.124627339,0.178315348,0.028964757,0.001157515,0.060969095
240,0.180444297,0.006260873,0.063996104,0.031353895,0.128799525,0.084982258,0.156216732,0.003501724,0.024029608,0.042884749,0.026090409,0.170264294,0.041205293,0.150833962,0.15585635,0.024504492,0.040737011,0.057989414,0.006678363,0.106081207,0.002298626,0.107712377
241,0.154655546,0.042905159,0.048483696,0.40831708,0.082435959,0.438012945,0.041723572,0.041054074,0.037955337,0.046458855,0.175758901,0.026398348,0.046064487,0.018436882,0.136470175,0.00085352,0.02016252,0.053619613,0.198278252,0.042279656,0.025753467,0.051015236
242,0.16244083,0.039809994,0.054648724,0.159322801,0.014872627,0.147856639,0.065057188,0.001323907,0.022320777,0.014994494,0.018329723,0.027403208,0.066774165,0.068854877,0.432430971,0.043372983,0.036767478,0.017280512,0.102331598,0.009242562,0.137365742,0.299576804
243,0.491061537,0.044383725,0.150430175,0.02912379,0.012942144,0.185998501,0.075239495,0.152280052,0.056846101,0.10848518,0.018144174,0.045282925,0.035848825,0.03169703,0.043608463,0.268409637,0.243801275,0.025554562,0.176336674,0.035971882,0.034872769,0.040632266
244,0.000529635,0.066050717,0.043661225,0.132188156,0.012686621,0.212273163,0.026036354,0.03087861,0.021212979,0.02727223,0.065852709,0.028233454,0.2524866,0.026279199,0.050068255,0.025749239,0.04035736,0.097437347,0.059975971,0.026528861,0.046404446,0.22188814
245,0.095833474,0.011131103,0.145956461,0.026318627,0.007621331,0.033046368,0.040099109,0.000708681,0.005778936,0.03140603,0.016028548,0.046957401,0.020774078,0.128655829,0.152835459,0.017780098,0.05348068,0.00066182,0.081471613,0.182308514,0.034375978,0.042761972
246,0.161078273,0.01487736,0.060230549,0.034438562,0.01397322,0.021751202,0.073736135,0.057012559,0.086268574,0.002386049,0.023219253,0.046729118,0.032015073,0.132416778,0.055995244,0.023317563,0.046454727,0.232824568,0.091834289,0.043287388,0.033444209,0.138255667
247,0.026954664,0.476812114,0.168085082,0.213123438,0.007986979,0.206117599,0.220294053,0.090571971,0.034882804,0.001275199,0.06635421,0.030412551,0.106475788,0.023218766,0.168798803,0.023333156,0.219324371,0.120240342,0.058949396,0.024663571,0.146094501,0.073438794
248,0.09791616,0.065247761,0.036451891,0.038911697,0.035356222,0.052285818,0.271458468,0.021751366,0.095858666,0.059767971,0.044721486,0.087235996,0.016358839,0.021393454,0.03476182,0.059570064,0.174001134,1,0.201445583,0.144739061,0.035905338,0.331816432
249,0.024786127,0.067176608,0.03407769,0.031545827,0.048626722,0.07834362,0.039370868,0.000456856,0.096291332,0.105591556,0.056100845,0.04271823,0.223038518,0.435762909,0.114686011,0.022242371,0.039246191,0.399268128,0.234673377,0.041369984,0.044749699,0.051830208
250,0.173903094,0.057461823,0.043087972,0.104821582,0.03428287,0.039674705,0.139872825,0.034678055,0.22254316,0.030392473,0.030627962,0.04634419,0.005387267,0.067943735,0.110881736,0.101154526,0.032609288,0.041581691,0.116819947,0.036568938,0.00087386,0.053897746
251,0.169183706,0.205020745,0.224651206,0.026217473,0.133035268,0.051534858,0.270366478,0.00086399,0.290812956,0.002597965,0.005478011,0.097957535,0.033339908,0.311160679,0.06554251,0.120314421,0.036336544,0.324851398,0.105345815,0.106919716,0.026498382,0.507891441
252,0.205084022,0.091312,0.031023316,0.026670159,0.050917094,0.080620002,0.204399597,0.017840379,0.002731378,0.003266433,0.021751615,0.020471463,0.177156634,0.120084897,0.057122061,0.122283583,0.152841182,0.036584264,0.191840533,0.034097841,0.188231548,0.040033927
253,0.014036419,0.054300764,0.042558466,0.023309195,0.007631788,0.143648448,0.039285722,0.003560981,0.028332702,0.002082968,0.083038872,0.029120412,0.164388783,0.018330348,0.1933693,0.018461719,0.149916581,0.040509881,0.157366682,0.169986267,0.027139816,0.048131526
254,0.156518254,0.10604474,0.039753967,0.098495782,0.074586646,0.158626279,0.070487362,0.016452324,0.051529909,0.070204657,0.027939143,0.034719386,0.108382777,0.00141311,0.121616873,0.161586798,0.038357319,0.180815922,0.203454929,0.029520899,0.050270913,0.425534506
255,0.000937874,0.096300719,0.079400147,0.097528289,0.007636037,1,0.066901608,0.004360264,0.136629748,0.046130887,0.032806285,0.198743114,0.025044022,0.032601735,0.033635675,0.189362986,0.045816565,0.038590113,0.047156825,0.002572398,0.176612997,0.103783599
256,0.001016479,0.501315269,0.17447965,0.120893408,0.00695221,0.029675852,0.11811176,0.034902414,0.020702524,0.050386716,0.124516427,0.111242068,0.018461655,0.110733098,0.053421765,0.123847299,0.176625753,0.129623745,0.081587216,0.065296328,0.061475563,0.057939463
257,0.025508325,0.249016688,0.034161508,0.070436511,0.012016706,0.002040033,0.035475415,0.077764461,0.02319998,0.278565743,0.0027061,0.027391383,0.036166282,0.036729922,0.024973509,0.045709935,0.268062049,0.044073401,0.084911178,0.045512742,0.004081584,0.013536264
258,0.072077926,0.078526757,0.053998248,0.188752218,0.019724138,0.002598093,0.058103587,0.021779088,0.022130439,0.033662393,0.042149176,0.030451304,0.185259896,0.00250727,0.030609077,0.023379119,0.265013995,0.126190111,0.31055495,0.028483918,0.060555041,0.052457538
259,0.097307545,0.032902044,0.136859764,0.152749154,0.006656453,0.000167944,0.513747486,0.137611879,0.093932749,0.220799832,0.003197623,0.031459284,0.063364761,0.002027359,0.149916721,0.092516879,0.039172303,0.036255719,0.114869429,0.02897373,0.028000843,0.067513735
260,0.022804003,0.319183069,0.042440898,0.146270497,0.166205323,0.006038804,0.202476516,0.018239779,0.051309919,0.062724731,0.011810601,0.052272404,0.107774379,0,0.037913883,0.101260714,0.040768996,0.124664263,0.269163621,0.42846338,0.319105565,0.099793786
261,0.064708634,0.247671289,0.003607428,0.116184943,0.021042177,0.01298742,0.041083667,0.104386633,0.091937281,0.036276553,0.004312279,0.022665104,0.072831318,0.040846808,0.144147309,0.090810676,0.067639488,0.021393963,0.075979607,0.038234858,0.050872933,0.066455369
262,0.181615556,0.073711209,0.027301117,0.020638529,0.087467029,0.219611313,0.055800631,0.022333726,0.021176128,0.02929344,0.01650522,0.035243916,0.018017894,0.265152553,0.029743835,0.023629332,0.213686262,0.009770897,0.073982445,0.049884118,0.050880384,0.038091618
263,0.085579869,0.071263456,0.033447982,0.123440243,0.005581616,0.001921191,0.067348547,0.081830683,0.032671131,0.113178009,0.021021272,0.04938125,0.027206531,0.020885045,0.034957903,0.069486858,0.036510069,0.028147373,0.34318305,0.108681198,0.0356088,0.15427979
264,0.002002496,0.407295477,0.11581494,0.024354767,0.108314648,0.112647574,0.190638394,0.018464696,0.014474195,0.037417134,0.002618583,0.019656706,0.116947681,0.012043105,0.119204819,0.032907184,0.0608307,0.000189874,0.067446752,0.02889154,0.004761078,0.038266019
265,0.162118493,0.233602155,0.036247318,0.045644349,0.008661374,0.161460521,0.223670231,0.040927185,0.137050489,0.039802065,0.209430546,0.022246399,0.093105878,0.016449503,0.031121792,0.162033395,0.226539322,0.027616298,0.254861139,0.00731092,0.095766205,0.072561009
266,0.047434826,0.055856996,0.041659693,0.02918023,0.007828098,0.041453044,0.060815348,0.13042144,0.093630541,0.044668091,0.019305572,0.189959556,0.002041033,0.021837944,0.11064742,0.08838333,0.036518457,0.140486911,0.04865311,0.048703512,0.03588618,0.135471302
267,0.000793493,0.075607563,0.137736424,0.136347013,0.003699891,0.040154343,0.011773076,0.006996425,0.020469743,0.02152187,0.026670533,0.132085463,0.090166945,0.044862079,0.052176704,0.029152986,0.038157626,0.281961815,0.35153648,0.042842013,0.042700018,0.075843773
268,0.027070057,0.055233751,0.035579697,0.548289618,0.008519254,0.004384213,0.055636538,0.014695563,0.01952478,0.272404258,0.025080888,0.195057826,0.078552847,0.028695862,0.031689347,0.083745805,0.16457849,0.018808815,0.053497591,0.033241136,0.164656708,0.045626334
269,0.276829739,0.085674719,0.045089095,0.076379308,0.02324233,0.089157751,0.046770366,0.003023032,0.001617885,0.002800493,0.020583688,0.024904332,0.293807833,0.213451692,0.122196955,0.366939277,0.079217225,0.088542503,0.229745267,0.033885039,0.078050133,0.175732357
270,0.162935132,0.430224934,0.441955026,0.146477452,0.011897343,0.043333542,0.417878334,0.000192983,0.01974962,0.025650451,0.022404881,0.037354857,0.000544974,0.17986964,0.05145723,0.034837639,0.110420154,0.022843201,0.045388962,0.20073514,0.122741791,0.093194199
271,0.002717025,0.081649631,0.199598604,0.024330314,0.027075276,0.012022484,0.291236465,0.000978682,0.071736458,0.002379837,0.023644035,0.056822842,0.022748254,0.033587034,0.029930985,0.267961159,0.234176929,0.081629425,0.12776893,0.026556953,0.054650573,0.088539888
272,0.281943962,0.057964884,0.043841257,0.045287597,0.039801266,0.192882856,0.03976086,0.001175811,0.031664918,0.029688064,0.102552673,0.04183634,0.031010724,0.027128676,0.226032438,0.019396563,0.035863011,0.031580625,0.156978685,0.006346619,0.048562019,0.058542367
273,0.037473086,0.206336893,0.288309295,0.234900821,0.074951805,0.001368836,0.5812223,0.038155073,0.023624853,0.009088619,0.04543164,0.032070417,0.117714684,0.06020706,0.030276856,0.011496438,0.069580448,0.147388703,0.525370242,0.065852125,0.006280145,0.099071799
274,0.127350449,0.095713067,0.053636415,0.102009119,0.024584235,0.024574644,0.012792232,0.050692016,0.072231813,0.041296399,0.172731706,0.034568133,0.124343352,0.137037711,0.076003971,0.053802662,0.051579333,0.101244004,0.070068498,0.04585886,0.309257211,0.04752944
275,0.094567834,0.06257597,0.040367385,0.112235161,0.006861412,0.082116205,0.069996586,0.023293199,0.024012343,0.016823854,0.074777607,0.016021571,0.032036857,0.068234881,0.215288355,0.029409363,0.249638536,0.020097919,0.598168374,0.114758399,0.042089066,0.313078952
276,0.005241769,0.138883373,0.054175688,0.023606958,0.032509188,0.001344853,0.029818534,0.037585444,0.01847485,0.005050553,0.018226459,0.024886884,0.108777375,0.260228387,0.080390055,0.040822446,0.162541598,0.031024757,0.221292112,0.033015995,0.028507635,0.045745717
277,0.001117032,0.199893164,0.323697328,0.035264908,0.000410427,0.166390392,0.037194946,0.018993093,0.065785471,0.007254253,0.136799723,0.052071727,0.016546269,0.187463922,0.138084372,0.087783176,0.035921968,0.047073082,0.081159083,0.039095973,0.238698418,0.131234981
278,0.026585377,0.608570705,0.055835118,0.369282035,0.007114197,0.027082242,0.052022908,0.028678227,0.045030344,0.030449566,0.188075602,0.243041189,0.061771689,0.118091565,0.04248224,0.115329631,0.067839943,0.180070338,0.233105743,0.038844974,0.323069409,0.407423252
279,0.001715505,0.079024154,0.155540551,0.47742331,0.060312561,0.180816726,0.020358404,0.027486563,0.194401658,0.002959265,0.210208576,0.027300129,0.017781959,0.021913945,0.042547649,0.021792463,0.230782422,0.095854047,0.268064053,0.093305341,0.024958985,0.038343996
280,0.081601405,0.266858324,0.042800413,0.039884244,0.068552848,0.013984242,0.181815848,0.11165028,0.065188998,0.103913593,0.024164,0.032375944,0.104140392,0.054147391,0.045403979,0.025688804,0.15844747,0.029171561,0.050099083,0.21856564,0.001219428,0.405755258
281,0.156785014,0.047477389,0.035104503,0.111129229,0.004835185,0.011035537,0.015497745,0.049204266,0.082323673,0.026456811,0.075458182,0.001305985,0.079923635,0.032462403,0.059687021,0.070059127,0.035940618,0.232629805,0.079537615,0.024632401,0.04928571,0.28802061
282,0.024872681,0.0769109,0.14947207,0.09108624,0.017531399,0.000567408,0.030981519,0.001160773,0.036323416,0.042923622,0.058450394,0.001791098,0.024441253,0.128588935,0.236138992,0.031637921,0.038671603,0.10656831,0.086921077,0.047240685,0.003308544,0.07102456
283,0.023172448,0.109768967,0.033805109,0.026494499,0.018195424,0.021711713,0.077417019,0.001191998,0.075976406,0.017378217,0.037830304,0.016396103,0.000429586,0.025799179,0.250660742,0.199210222,0.038036002,0.381665768,0.048928828,0.122965617,0.025411716,0.08175542
284,0.061330186,0.05842532,0.048306017,0.141832265,0.00900945,0.020733908,0.035705541,0.002469114,0.090330137,0.038702903,0.003401633,0.025852908,0.078662941,0.116137586,0.180555782,0.043032722,0.241204596,0.023674661,0.232138917,0.301798376,0.208346818,0.069106479
285,0.035849683,0.093081894,0.194695558,0.004502528,0.00856297,0.128860204,0.208784259,0.116069464,0.024371486,0.04361357,0.081964639,0.039311157,0.133930904,0.027110801,0.055186446,0.118786794,0.145945277,0.13552431,0.090905759,0.056306689,0.031534862,0.311910688
286,0.134952348,0.294355878,0.135126979,0.11949603,0.053055289,0.026725523,0.15288977,0.035766973,0.016635374,0.002828765,0.016822642,0.084490183,0.022276812,0.186088827,0.157606666,0.149052751,0.03984323,0.310423121,0.06569511,0.047627432,0.062452108,0.308745724
287,0.128183464,0.075610154,0.042210631,0.058230992,0.012561698,0.203484291,0.041520225,0.069130048,0.031002777,0.031475207,0.017233343,0.025494645,0.000628491,0.063774001,0.027513667,0.022018718,0.324637361,0.214154125,0.114787722,0.329274997,0.057929391,0.058474647
288,0.02150292,0.007807595,0.042399049,0.166856996,0.109805289,0.022428901,0.027338783,0.019754992,0.249547427,0.098413721,0.002087466,0.040360563,0.028642337,0.075717118,0.052389473,0.079618274,0.240472994,0.024398792,0.379230606,0.032224842,0.11471426,0.233094297
289,0.037947188,0.052906657,0.219289581,0.030464139,0.01248193,0.002388586,0.05862709,0.03252857,0.001657242,0.028500342,0.064592917,0.068112752,0.034581951,0.004612951,0.092610293,0.021343794,0.087293946,0.578104145,0.278070695,0.031176343,0.003085501,0.058783322
290,0.024898288,0.195566346,0.037448934,0.035379133,0.00904495,0.000333302,0.099426676,0.025228917,0.322814108,0.036994594,0.028860205,0.032968692,0.016705238,0.15571018,0.046868289,0.024803599,0.041595013,0.382538862,0.085993068,0.02336683,0.045702125,0.058202406
291,0.117667308,0.079724701,0.0623403,0.152191744,0.013370803,0.080950003,0.067597705,0.001359791,0.02218581,0.040151177,0.062639636,0.054258493,0.09766927,0.003132819,0.206690614,0.100955784,0.098136926,0.131964678,0.064358841,0.098720971,0.057801386,0.309050184
292,0.03157716,0.195292788,0.047839995,0.017541988,0.11571494,0.043202617,0.058712016,0.021733751,0.021324743,0.028773796,0.015009461,0.031262957,0.100967496,0.000326284,0.027512214,0.043099744,0.045229879,0.00069253,0.249048825,0.041799382,0.093038296,0.08952186
293,0.006867777,0.065773972,0.060075133,0.012831166,0.08093297,0.002265567,0.167635913,0.018589509,0.022687037,0.345126266,0.005695074,0.15267081,0.020759214,0.080074433,0.057586377,0.02257451,0.219881933,0.138050401,0.056945545,0.044281553,0.026336567,0.121549606
294,0.154799639,0.033317453,0.149690616,0.05517182,0.034645512,0.022123021,0.197146757,0.036350355,0.096763161,0.030150871,0.027719916,0.041003446,0.029191231,0.088897928,0.033855539,0.109502115,0.194692273,0.022976362,0.064163591,0.039851285,0.027889278,0.05786961
295,0.021571762,0.055394004,0.047555439,0.063940965,0.001657907,0.078648306,0.365275241,0.065747765,0.035658794,0.025083289,0.090520544,0.219048141,0.095096821,0.033382114,0.207244553,0.17850227,0.036264359,0.029906037,0.18727667,0.002982203,0.023007745,0.375241767
296,0.150494841,0.085410556,0.163485855,0.093911523,0.020911316,0.001959561,0.010163994,0.036571712,0.000384427,0.129164149,0.083881451,0.075976399,0.062794464,0.417470932,0.107018124,0.023693473,0.043384963,0.078860645,0.047342627,0.295769076,0.158644684,0.046348412
297,0.02507234,0.076486275,0.036869878,0.102739844,0.007987262,0.03350521,0.043223261,0.018800002,0.022648965,0.543030969,0.079489594,0.058919953,0.221533641,0.001079513,0.006786104,0.023376516,0.071595214,0.023040977,0.504472672,0.041585044,0.051840222,0.065343642
298,0.040311055,0.082327265,0.019282899,0.019217196,0.027339524,0.021997862,0.06585663,0.003308644,0.100324988,0.112004224,0.042269386,0.02637096,0.011962617,0.118269012,0.07608103,0.175797851,0.078328215,0.031230716,0.04998634,0.025593568,0.036851622,0.212597866
299,0.038331339,0.109467489,0.036380709,0.452015749,0.00873578,0.086321063,0.077530453,0.016376435,0.043456687,0.157239451,0.05954514,0.083600158,0.019573711,0.19836814,0.031706394,0.032761137,0.269967762,0.00062584,0.120322215,0.100010624,0.03707688,0.061398631
300,0.022231126,0.051317474,0.136560221,0.020212091,0.034480179,0.05882901,0.034225777,0.067045804,0.022602204,0.062382004,0.083849677,0.025063565,0.017255102,0.126631482,0.110427085,0.052350203,0.16926819,0.083092693,0.000619889,0.038754758,0.105041251,0.206483015
301,0.021887112,0.046672829,0.041721317,0.058475616,0.155752545,0.080070558,0.125782567,0.023126422,0.110947505,0.318575848,0.112222667,0.043684477,0.020878966,0.512027682,0.034308384,0.039204957,0.03322947,0.022279328,0,0.12610806,0.026826552,0.053378252
302,0.044630117,0.128110275,0.15361692,0.036463824,0.007706295,0.068978872,0.155794489,0.015951095,0.025615443,,0.019169947,0.247469623,0.022757551,0.11567344,0.041713781,0.101733184,0.172413457,0.175456481,0.009775975,0.14027066,0.006222775,0.291525591
303,0.399905879,0.072586654,0.036846013,0.044585212,0.190700958,0.151917157,0.056829249,0.064942579,0.083796232,,0.122209941,0.099374165,0.082318874,0.002373164,0.045244186,0.031246849,0.066018561,0.040178336,0.052955662,0.128245909,0.184701881,0.106353572
304,0.033070092,0.091915784,0.043857113,0.015726832,0.007984994,0.034395939,0.447231526,0.015565352,0.031800834,,0.230166094,0.122164346,0.000868488,0.120479886,0.389336397,0.01724568,0.154686908,0.000961929,0.052934021,0.021532131,0.031623802,0.229849794
305,0.000744239,0.361373122,0.183179998,0.020387984,0.032237806,0.028073005,0.1719283,0.033198648,0.026700114,,0.025857592,0.055736541,0.035884418,0.132929286,0.139642782,0.022079319,0.037986997,0.023714277,0.151916653,0.151328217,0.031239076,0.084984852
306,0.231646531,0.109281672,0.066294053,0.041215804,0.413536321,0.256845407,0.286439839,0.001568562,0.106648908,,0.018455258,0.031475813,0.021747194,0.001277793,0.069751477,0.048861364,0.041875781,0.092691685,0.05952228,0.152121337,0.125821369,0.004189629
307,0.005182257,0.093286853,0.530214884,0.093360645,0.007867629,0.13889414,0.036840356,0.034834389,0.083758766,,0.079098832,0.038562014,0.154799502,0.021291126,0.01663396,0.031728418,0.260204721,0.080189994,0.480699393,0.021263406,0.031305603,0.017763377
308,0.025554205,0.413613101,0.040241613,0.00820145,0.046625125,0.020971301,0.128848423,0.015343934,0.021216478,,0.022396488,0.159863537,0.016533698,0.132551524,0.125135806,0.125231658,0.041324329,0.257902499,0.05424903,0.269203891,0.046609441,0.055381036
309,0.003052057,0.051380293,0.038996643,0.11210733,0.054108922,0.103148218,0.021442432,0.072802677,0.076188136,,0.320953823,0.056452421,0.037510822,0.00343828,0.004111224,0.024747664,0.041990519,0.023633205,0.060737003,0.037525668,0.048079441,0.050377657
310,0.135640114,0.509475383,0.300128012,0.031606766,0.007074769,0.280022031,0.185184908,0.044281479,0.03851692,,0.07166012,0.146297362,0.037150243,0.093358398,0.002610267,0.020879797,0.151560318,0.255433351,0.00363564,0.032629966,0.145885527,0.244255104
311,0.00015257,0.174194247,0.035947349,0.130525135,0.052433555,0.117100004,0.062211365,0.027349668,0.018433402,,0.052786889,0.164222154,0.019961505,0.089285749,0.030634872,0.201443105,0.141680731,0.023950009,0.360800998,0.176264832,0.222864576,0.223527183
312,0.034559609,0.300538341,0.04052604,0.047068965,0.019787846,0.027959194,0.089064148,0.107481467,0.356848466,,0.007878199,0.023461591,0.135632467,0.059601289,0.053634564,0.021578869,0.034027325,0.876914306,0.310158096,0.089225885,0.087034897,0.068157258
313,0.066460873,0.196187304,0.194236914,0.083129627,0.035765176,0.008097308,0.073614266,0.024483217,0.022047884,,0.015368986,0.064191384,0.015295063,0.032814213,0.189905847,0.004110867,0.0699825,0.028246702,0.002875921,0.026284154,0.042786569,0.042188077
314,0.853360019,0.056124432,0.040958993,0.019651853,0.051804373,0.102354443,0.156016747,0.001707791,0.145079764,,0.078651367,0.200716815,0.045652009,0.031166933,0.128741682,0.083528115,0.287468952,0.227572256,0.057081761,0.108886093,0.103619767,0.340890598
315,0.105587419,0.08194185,0.037927494,0.044089978,0.041843131,0.101680736,0.351380369,0.007730278,0.001435966,,0.021660546,0.007244913,0.076057762,0.019455879,0.030891454,0.164951934,0.007754576,0.021668532,0.072632435,0.195426968,0.032907791,0.075758061
316,0.219373456,0.097122456,0.356510044,0.086655326,0.006513615,0.007820764,0.054067957,0.049082089,0.043019633,,0.125686081,0.205143192,0.017942041,0.098899131,0.034126315,0.133325149,0.031097639,0.54779027,0.064491725,0.029072587,0.042066526,0.063632911
317,0.044975586,0.256755369,0.03890562,0.023073795,0.046874521,0.022385137,0.007432263,0.047761354,0.019150299,,0.015929924,0.037842179,0.077579341,0.177622992,0.031505544,0.020435816,0.032317358,0.001344635,0.062501772,0.087068523,0.002017881,0.0984727
318,0.00276093,0.362727799,0.040984539,0.041410694,0.024502651,0.079349033,0.073600776,0.024046388,0.111276672,,0.005759767,0.071615044,0.311236449,0.001468824,0.127126635,0.137448218,0.242056089,0.112439178,0.204942806,0.173059456,0.049665969,0.398036156
319,0.143188164,0.078498996,0.058615742,0.021497561,0.042883367,0.003742361,0.099917276,0.005473591,0.042969977,,0.034244178,0.032583188,0.116468032,0.023216037,0.122855874,0.021307286,0.189905674,0.022063533,0.057983169,0.04261684,0.002323157,0.037863648
320,0.138287334,0.08068037,0.080563805,0.022634695,0.098674471,0.000794828,0.157759934,0.062494025,0.023946988,,0.079118909,0.015053073,0.108188463,0.024732996,0.031218728,0.143239208,0.033722434,0.025253439,0.343564676,0.095771405,0.030634579,0.077343478
321,0.114585889,0.071405812,0.041649183,0.171714371,0.023409751,0.173832359,0.215881681,0.02355467,0.209087048,,0.001660903,0.036995409,0.11151922,0.021739019,0.00114766,0.108709263,0.068260824,0.090089107,0.268131417,0.076523966,0.133949148,0.573466145
322,0.037609485,0.015353058,0.007953602,0.032132829,0.007019505,0.175691335,0.296123948,0.02525557,0.018925083,,0.026315697,0.162421528,0.004270878,0.08211335,0.047623942,0.20756697,0.082696363,0.000289293,0.209953067,0.044360359,0.043448783,0.420467892
323,0.015751812,0.009746987,0.089708642,0.029926425,0.009065063,0.002299327,0.463251661,0.095601962,0.04571866,,0.038252339,0.145131441,0.035271217,0.022280683,0.120489974,0.03535307,0.186745332,0.060901786,0.038754833,0.082155911,0.051525485,0.238632427
324,0.041354695,0.031890719,0.040403607,0.024773474,0.054460802,0.051504762,0.051605233,0.016437746,0.084233623,,0.073405122,0.20912524,0.007537946,0.031857646,0.030496594,0.13750556,1,0.00661603,0.258316333,0.003657898,0.028306283,0.044597115
